-0.1272464691,5.886323947,-0.7490139382
-2.997828262,-3.006705914,9.013587965
3.481406704,-1.327417785,-4.621281176
-2.766431708,-1.806802766,4.998396462
-4.670916574,4.673342482,-21.82879286
0.1269894139,-5.388305157,-0.6842577138
-5.630909031,5.392992835,-30.36745206
-1.317988255,3.71256534,-4.893117514
5.890889287,-3.233935259,-19.05075457
-0.5886411721,2.757503822,-1.623180282
-5.877913963,-2.036509029,11.97042486
-5.391311795,3.967928109,-21.39233762
-2.050729409,2.519126975,-5.166047773
-1.561178181,-3.484324145,5.439650831
-4.91933131,4.440172716,-21.84268066
-4.435261944,4.209249974,-18.66912622
2.523314715,5.629217759,14.20428801
2.278721581,0.8299759576,1.891284126
1.085466928,1.797611039,1.951247332
0.353539148,-2.281275719,-0.806520274
-2.510148744,2.039093874,-5.118428927
2.046769729,3.472945407,7.10831953
4.445118124,1.551277506,6.895611757
-3.49147252,-0.1244354337,0.4344628973
0.836782325,0.5941718908,0.4971925362
-0.8438521515,0.1179548149,-0.09953642433
3.247565854,-5.875226528,-19.08018506
1.551497753,1.091696674,1.693764937
5.398790548,-4.921015514,-26.56753204
1.803929893,0.3506079462,0.6324721549
-4.206114547,-0.5888824494,2.476907037
0.5946821168,5.168387719,3.073547749
5.63055961,-2.527229132,-14.22971428
3.962725683,-1.564720127,-6.200556634
3.708053345,-5.647907855,-20.94274361
-5.168211181,-2.752688721,14.22647663
-3.245704235,4.922922191,-15.9783494
4.205530137,-4.20286166,-17.67526137
-3.723744109,3.23017787,-12.02835581
1.330565589,-5.167916348,-6.876251659
-2.28314548,-4.434629203,10.12490362
2.98865067,-4.691845108,-14.02228603
-1.807752963,3.009268278,-5.440013646
-3.955420443,-0.8428447801,3.333805473
-1.091922589,-3.713245132,4.054576238
-0.3681067917,2.272374654,-0.8364765434
2.754552524,-3.94914834,-10.87813653
5.150935312,1.317489556,6.786303477
4.670860353,-0.3539240303,-1.653129721
4.926230862,-1.070758226,-5.274802219
3.032439883,2.003308206,6.074911702
3.058378704,1.818285579,5.561005893
2.95730364,2.216557517,6.555033613
3.160894192,1.589494578,5.02422418
3.007881372,1.926070015,5.793390119
